field.Element:Text;field.Attribute:name;Attribute:type;TargetTrialID
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1764
4183;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1765
4184;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1767
4185;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1767
4186;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1768
4187;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1769
4188;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1770
4189;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1772
4190;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1772
4191;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1773
4192;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1774
4193;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1775
4194;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1777
4195;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1777
4196;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1778
4197;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1779
4198;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1780
4199;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1782
4200;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1782
4201;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1783
4202;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1784
4203;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1785
4204;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1787
4205;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1787
4206;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1788
4207;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1789
4208;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1790
4209;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1792
4210;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1792
4211;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1793
4212;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1794
4213;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1795
4214;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1797
4215;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1797
4216;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1798
4217;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1799
4218;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1800
4219;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1802
4220;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1802
4221;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1803
4222;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1804
4223;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1805
4224;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1807
4225;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1807
4226;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1808
4227;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1809
4228;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1810
4229;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1812
4230;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1812
4231;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1813
4232;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1814
4233;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1815
4234;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1817
4235;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1817
4236;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1818
4237;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1819
4238;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1820
4239;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1822
4240;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1822
4241;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1823
4242;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1824
4243;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1825
4244;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1827
4245;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1827
4246;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1828
4247;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1829
4248;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1830
4249;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1832
4250;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1832
4251;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1833
4252;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1834
4253;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1835
4254;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1837
4255;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[monster/monsters] of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;1837
4256;index;DialogTableEntry;#VALEUR!
